ps_number,review_id,rating,title,content,author,date,verified_purchase
PS2003772,82ecd70bd2a4178a,5,Easy repair,"Exactly what was ordered, worked great once installed!",Philip G,"May 27, 2019",True
PS2358880,451f0eedc6907370,5,part fit and able to install easy,Fit to perfection. Very please,Jose F,"November 19, 2024",True
PS2358880,fe196a939aab91b4,5,easy repair,fast shipping and quick repair,Kimberly F,"March 13, 2018",True
PS2358880,53f9507113245b29,5,Easy DYI,Eady to install. Perfect fit,William B,"September 20, 2018",True
PS2358880,b4912d546850f759,5,Easy 123,Completely restored the inside of the refer. 10 mins and once again I am my wife's hero. At least for a day. Had to lightly drill out the center with a drill bit just slightly smaller than the pin. Once you remove the center pin it falls right out.,Samuel D,"September 22, 2018",True
PS2358880,314acf60be72e906,5,went in easy,went in easy and they work great,John Mc K,"August 25, 2018",True
PS2358880,01c8744d161b5ee9,5,easy unexpensive repair,The part came fast. My crisper cover shelf is back to working like new.,Trasey M,"January 27, 2018",True
PS2358880,833ea43676d82619,5,Very easy repair perfect replacement part,Video on installing the replacement part made repair easy.Part same as OEM.,J.Robbin H,"October 24, 2018",True
PS2358880,83e359b274f585ca,5,Worked as expected,Part came fast,Wendy B,"September 26, 2018",True
PS2358880,0f2d766cc8cb4e0c,5,crisper cover support,The part was exactly what I ordered. It was in perfect condition and after watching a video on replacing the broken part it went smoothly to replace.,Valeria D,"January 13, 2020",True
PS2358880,eb47bf66c6c0a79c,5,"Exact match, easy fix","The clip that holds the crisper had broken. I searched the part, got the number and was able to order quickly from Part Select. Shipping took about a week, but we received the correct part in perfect condition. It was easy to replace the broken part, even ordered an extra to have on had.",Jessica B,"January 30, 2018",True
PS429871,f20d3adbe7a732c5,5,Fit like it is supposed to!,I am very pleased. This is the second replacement part for my refrigerator and am equally pleased at the timing of delivery and perfect fit!,Sherri M,"June 17, 2024",True
PS429871,9d72230079b58d52,5,Order was perfect,I have been a customer for parts in the past and have never been disappointed.,Nina L,"August 22, 2024",True
PS429871,85262a9f70c98874,5,Perfect fit.,There's really not much to say when a part works as expected and goes in with no issues. 10/10 recommend.,Luck A Box FERNANDO B,"September 12, 2024",True
PS429871,3a64d07d606ce766,5,Easy repair,Part snapped in the refrigerator door and now I can use the shelf.,Tracy H,"October 23, 2024",True
PS429871,fbf789321fba59a6,5,Refrigerator,The part fit perfectly.,Sandy D,"January 3, 2025",True
PS429871,6de1ee2d4efd46e4,5,Exact part and quick service,Locating the part from the diagrams was easy and the part arrived quickly!,Victoria S,"June 1, 2018",True
PS429871,8524637f46d7952a,5,arrived fast and installed in two minutes.,looked brand new to me.,John H,"July 31, 2018",True
PS429871,e96095beb031013b,5,just like new,"fast delivery, worked like original",Housinghotlink.Com L,"August 28, 2018",True
PS429871,244363982f660564,5,Fast fast fast delivery,Quick fast service.,Stanley C,"August 23, 2018",True
PS429871,961f861b987f3885,5,Works great,Was correct on the first try!,Michelle W,"September 22, 2018",True
PS429854,c97481c423970f87,5,Broken pans draw sliders,Parts where very easy to install. No tools.,John T,"November 8, 2018",True
PS429854,c59efefb91eda226,5,All fit perfect,All fit fine,MARSHA F,"March 17, 2018",True
PS429854,8f30b60549629b3c,5,As promised,As advertised. Came when they said it would in good working condition,Mario S,"March 28, 2018",True
PS429854,f298eaff3132f432,5,Easy repair perfect fit,"Package came on time, part was over wrapped to keep it safe, fit perfectly, well worth it.",James S,"September 23, 2021",True
PS429854,781aa1e2b314d569,5,Arrival,The part did arrive in good time and was what was needed. GREAT SERVICE!!,MARY ANN F,"July 1, 2018",True
PS429854,4055f860f877964b,5,Great parts,"The parts were packed very well and were recieved in great condition. They fit perfectly. We rent an apartment and our landlord just renewed our refrigrator. Unfortunately, we broke two parts of it. I really didn't know what to do till I started searching and found out about partselect website. I thought I would give it a try while doubting will recieve anything. I'm greatly satisfied with my purchase and would definitly recommend it.",Mariam R,"July 3, 2018",True
PS429854,db2e60520ebdffad,5,"Knowledgeable person answered the phone, and fast service!",Thanks for making certain I had the right part and sending it right away!,Debbie S,"March 31, 2020",True
PS429854,e8d7928f334cf30b,5,Reolacement crisper pan,"PartSelect made the whole process easy-peasy. Just get your make & model #, enter onto their web site, and then wait for to-your-door delivery (within 2 weeks as promised)...no running around to appliance stores or making fruitless phone calls. Thank you PartSelect, Nancy F 8/14/18",Nancy F,"August 15, 2018",True
PS429854,e834a7ffd1cdfc3f,5,Easiest repair ever,Part fit exactly as it should. Expensive but it fit. I would buy from partselect.com again,Keenon A,"December 17, 2019",True
PS429854,580c3898f3d1d682,5,Perfect match & worth the wait,Park was a perfect match. After I placed my order and paid I learned that it was back ordered and considered canceling. Glad I decided to wait. It came in earlier than I expected off back order and made my fridge like new.,Noelle C,"July 19, 2018",True
PS16218782,b5be8dd0bcf67c78,5,Repair Parts,"The water filter fit just right, did not have any trouble replacing it. Thank you!",Marilyn W,"June 29, 2024",True
PS16218782,f07c3721fa558b57,5,Water Filter,Came fast just the part we needed,Alan L G,"March 14, 2025",True
PS16218782,5619cede205f9715,5,Just What I Wanted,Received promptly. Worked properly.,Linda G,"March 21, 2023",True
PS16218782,e191e126735e8079,5,Easy replacement.,As an older person i didn't realize that parts on a refrigerator needed to be replaced and when the light came on i quickly got online and ordered it. The part was easy to change out and the light went off.,Pamela F,"April 6, 2023",True
PS16218782,71f8ff38bef87e74,5,Great fridge filter,The filter was new and the installation was easy. Delivery was very slow- probably due to supply chain issues. But the product was great.,Cindy K,"June 15, 2022",True
PS16218782,bb15fe26ca5a4520,5,Easy to order and replace,The filter arrived quickly.,Michelle K,"March 11, 2024",True
PS16218782,00c33017f543a8c8,5,Easy repair,Easy to replace....fit like a glove...,Richard K,"July 5, 2023",True
PS16218782,e48505f302a772a4,5,Easy replaced,Easy to change out and working properly thank you.,Jose D,"March 14, 2024",True
PS7784018,b9ada0bda28d874a,5,"Easy repair, perfect fit, great product!",Super easy to install and fits and works perfectly!,Raymond T,"September 4, 2024",True
PS7784018,d5392fae7e83f421,5,"Easy repair, worked as expected!",Our fridge randomly stopped making ice. After a few YouTube videos my husband figured out what we needed. Shipped timely and fixed our issue.,Sheri B,"September 13, 2024",True
PS7784018,b6bec9ce4dd1bbe6,5,Exact replacement part,"Fast, secure shipping. This was an exact OEM replacement part at less expensive price than competitors. Some mechanical skill is required for installation. It took me about 30 minutes to swap it out for broken part.",Gerard K,"December 11, 2024",True
PS7784018,46c3bf2cb38b88df,5,Easy repair,Works great!!!,THOMAS L,"March 8, 2018",True
PS7784018,28ee7a56eed6d724,5,Water Inlet Valve - Easy to Replace,I ordered and received the double-function water inlet valve for a Frigidare refrigerator. The installation was easy. The most helpful part included with the notice of shipping was the installation instruction video. I has a couple of tubes swapped and the water dispense / ice maker systems did not work properly. I was able to increase the video picture and immediately saw the wrong placement of the tubing lines. After swapping position bot systems work flawlessly. Thanks for including that video instead of me having to pull it up separately.,Joe S,"August 1, 2018",True
PS7784018,e72930f7a2ed4b5d,5,Easy repair,Part was perfect when I received it. Had to wait on a back order but when I received it was very pleased,Paul V,"July 31, 2018",True
PS7784018,9d3cfe57485bccb6,5,part worked,I am so happy the part fixed my problem and I would recommend PartSelect if you have any appliance problems!,Thomas R,"August 29, 2018",True
PS7784018,f535a2619ef6233f,5,worked great,always buy my parts here,Scott A,"September 20, 2018",True
PS7784018,547829ce992dc2e0,5,Easy repair! Worked as expected.,The party was in great condition and arrived promptly.,Kirk K,"August 21, 2018",True
PS7784018,069426736ad79cdb,5,Easy repair,Great condition and loved the installation video that was sent. Very professional.,Crystal S,"September 25, 2018",True
PS12586284,6c60a4580db533ba,5,good part,very easy to install,Roberto V,"July 2, 2024",True
PS12586284,0a9872000a7cf5b3,5,"Simple repair - took out old part, put in new part",Same part I've ordered in the past from another source.,Michael R,"January 7, 2025",True
PS12586284,d4e71f18ee23c394,5,Air filter,It was a perfect fit,Dave K,"July 26, 2023",True
PS12586284,dda19afb8fdc53f2,5,Easy repair,All good,Barbara J N,"August 24, 2023",True
PS12586284,4ae7dc97438d61e2,5,Easy install,Fast delivery,Ernest R,"November 4, 2020",True
PS12586284,9d0583c525e65cc4,5,refrigerator filter review,Everything worked out fine for my refrigerator filter that was ordered.,John P,"June 11, 2019",True
PS12586284,ae7891b81da8ffdc,5,Easy peasy,The air filter fit just fine. The only small issue was it was bent a little due to shipping. The shipping box could be a little more robust.,Cherryl C,"May 21, 2021",True
PS12586284,c75123a96fb73457,5,Easy Replacement,It was an easy installment.,Ronald D,"June 27, 2020",True
PS12586284,ab85df41ed2791b3,5,Easy Repair,Worked as excepted,Jim L,"May 14, 2021",True
PS12586284,55732529d4cbef47,5,Works as described,"The air filter fits perfectly and the customer service representative who helped me was very helpful, patient and kind. I wish I could remember her name. Thank you.",GEORGIE S,"July 2, 2018",True
PS2358752,ce32e723115163a6,5,review,Great service and prompt delivery,Stephen G,"December 2, 2022",True
PS2358752,cf315a12b56cfc81,5,Great part,I need the female side as well. I would love to get that part number.,Wesley P,"September 2, 2021",True
PS2358752,3520c0b1ce15ef1d,5,Very Simple Repair,"After searching for several days, I found the part I needed at part select. Their shipping was quick and the part fit perfectly. While the repair was simple for me, I don't feel that the design of the refrigerator door from the manufacturer is the best. This piece should have held up much longer.",Mike W,"September 20, 2023",True
PS2358752,14abefc9d0ae36bb,3,easy repair,the door in the frig works very well now,Barry D,"June 27, 2018",True
PS2358752,34465fdecd0903b0,2,Partial part,Received this part and it only fixed part of the problem. Needed another piece that they don’t have by itself. So my door is still not fixed.,Katie H,"May 24, 2023",True
PS2358752,06bdca3e9ffdca14,1,Wrong part,Not the right part I was supposed to get an ice tray not the outside cover or whatever this part is highly disappointed,Ryan,"July 2, 2018",True
PS12071116,429b39b5676acda4,5,Perfect fit!,Item exactly what displayed and worked perfect! Reliable company 2-3 purchases from them,Sharon A,"July 13, 2023",True
PS12071116,95b5f69d4c7246e6,4,Worked as expected,My refrigerator back working now,Jocelyn G,"December 26, 2018",True
PS12071116,1d348c2a54a07111,3,Easy Repair - Too Expensive,Come on guys. 1 one inch plastic roller $7? Really,ALBERT Z,"April 19, 2018",True
PS429873,8a6fca53fc83260b,5,refrigerator door shelf,It fits perfectly!,Kathleen R,"October 24, 2020",True
PS429873,92cf9573158ca549,5,"Easy to install, perfect replacement","Wasn’t sure I’d find the part available. This fit perfectly, easy to install. Great communication and very fast delivery.",Edward S,"October 13, 2024",True
PS429873,9391f692db1429c3,5,Perfect Match,Thank you for sending out the part I needed. It was just perfect.,Mary B,"January 10, 2025",True
