ps_number,part_name,part_type,manufacturer_part_number,part_manufacturer,part_price,part_description,install_difficulty,install_time,install_video_url,part_url,average_rating,num_reviews,appliance_type,brand,manufactured_for,availability,replaces_parts
PS11743502,Crisper Drawer WP67002659,Drawer or Glides,WP67002659,Whirlpool,99.7500,"The crisper drawer in your refrigerator is used for storing various items. If you notice that your current crisper drawer is damaged, you may need to replace it. You may notice that your refrigerator door does not open or close properly, which is a sign that your cripser drawer is damaged. This crisper drawer is made of clear plastic and is roughly 20 inches in length. This part is sold individually and does not come with the plastic faceplate on it. If your current crisper has one, you will need to remove it and transfer it to the new crisper. NOTE: As per the manufacture the crisper drawer has been updated from the original. A new crisper cover may need to be purchased for the drawers to work. Factory dimensions - 12.847"" Depth X 15.217"" Width X 6.93 High.",Really Easy,Less than 15 mins,https://www.youtube.com/watch?v=uPUhvT0hMDs,https://www.partselect.com/PS11743502-Whirlpool-WP67002659-Crisper-Drawer.htm?SourceCode=18,4.83,110,refrigerator,Whirlpool,"KitchenAid, Jenn-Air, Whirlpool, Maytag",In Stock,"AP6010323, 12531105, 12531105SP, 12724110, 67002243, 67002659, 67004823, 8171053, 8171207"
PS12731166,Door Switch W11396033,Switch,W11396033,Whirlpool,29.2900,"This light switch may also be known as a refrigerator door switch or a light switch kit, and is compatible with your refrigerator. The function of the refrigerator door switch is to turn on the light when your fridge door is open, and to make sure it is off when your refrigerator door is closed. The reason you would need to replace this part is if your light is not turning on when your door is open. For this repair, you will need a putty knife, and a small flat-blade screwdriver.",Really Easy,Less than 15 mins,https://www.youtube.com/watch?v=S7QQ8Y97Fog,https://www.partselect.com/PS12731166-Whirlpool-W11396033-Door-Switch.htm?SourceCode=18,4.83,36,refrigerator,Whirlpool,"Whirlpool, Maytag, Amana, Kenmore",In Stock,"AP6973145, 12002646, 12466101, 12466103, 12466105, 12466105SP, 12466114, 61003254, 61003661, 61005052, 67005653, 8170842, 8208349, C3680312, W10656771, W10847848, W10847849, WPW10656771"
PS11759516,Refrigerator Door Gasket - White W10830189,Seal or Gasket,W10830189,Whirlpool,134.2500,"This refrigerator door gasket is a genuine OEM replacement part designed for the fresh food compartment of select Whirlpool, Maytag, KitchenAid, Amana, and other compatible models. Finished in white, it forms a tight, airtight seal between the door and the cabinet, preventing warm air from entering and helping maintain consistent internal temperatures. Made from high-quality rubber or flexible material, it supports energy efficiency and reduces strain on the cooling system. Installation is straightforward—simply press the gasket into the groove on the inner door panel. Replacing a worn or damaged seal can resolve issues such as temperature fluctuations, increased energy use, and water leaks. Compatibility should be confirmed using your refrigerator’s model number.",Very Easy,15 - 30 mins,https://www.youtube.com/watch?v=H_YGyLUT564,https://www.partselect.com/PS11759516-Whirlpool-W10830189-Refrigerator-Door-Gasket-White.htm?SourceCode=18,4.81,27,refrigerator,Whirlpool,"Whirlpool, Kenmore, KitchenAid, Maytag",In Stock,"AP6027234, 12723206W, 67002715, 67002997, 67003382, 67003546, 8208244, W10137006, W10163894, W10163894N, W10443221, W10571959"
PS11738573,Refrigerator Pantry End Cap WP12656105,Drawer or Glides,WP12656105,Whirlpool,49.1600,"The pantry end cap is also known as a drawer support or a door shelf trim. This specific piece is sold individually and is meant for the left side of your refrigerator. It snaps into place on the door of your fridge, which allows it to hold items on the door shelf. To change the left side end cap on your refrigerator you will need a 1/4 inch nut driver. Users have ranked this installation as easy to do, with a less than thirty minute repair time.",Really Easy,15 - 30 mins,https://www.youtube.com/watch?v=wvqM2MrCNyo,https://www.partselect.com/PS11738573-Whirlpool-WP12656105-Refrigerator-Pantry-End-Cap.htm?SourceCode=18,4.93,94,refrigerator,Whirlpool,"KitchenAid, Jenn-Air, Whirlpool, Maytag",In Stock,"AP6005524, 12656103, 12656105, 67002326, 67005862, 8171058"
PS11743531,Refrigerator Pivot Block WP67003405,Door,WP67003405,Whirlpool,10.4200,"This is a replacement pivot block for your refrigerator. It is made of white plastic and is approximately 4 inches long and 1 inch wide. The pivot block catches and holds the door mullion cover when you close the door. If your refrigerator door will not close properly, you may need to replace the pivot block. This part is sold individually and is an OEM part sourced directly from the manufacturer.",Really Easy,Less than 15 mins,,https://www.partselect.com/PS11743531-Whirlpool-WP67003405-Refrigerator-Pivot-Block.htm?SourceCode=18,4.93,14,refrigerator,Whirlpool,"Whirlpool, Maytag, KitchenAid, Kenmore",In Stock,"AP6010352, 12698403, 67003194, 67003405, 8208254"
PS11743638,Refrigerator Humidity Control Slide WP67005864,Drawer or Glides,WP67005864,Whirlpool,9.9200,This part mounts on the crisper drawer cover and is used to limit the amount of air that gets into the crisper.,Easy,30 - 60 mins,https://www.youtube.com/watch?v=NK0NTCsAgKk,https://www.partselect.com/PS11743638-Whirlpool-WP67005864-Refrigerator-Humidity-Control-Slide.htm?SourceCode=18,5,1,refrigerator,Whirlpool,"Whirlpool, Maytag, Amana, Kenmore",In Stock,"AP6010458, 12530805, 12530805SP, 12530806, 12530806SP, 67001062, 67001287, 67002751, 67004095, 67005864, 67005865, 8171049, Y67001287"
PS11738973,Evaporator Fan Blade WP2169142,Fan or Blower,WP2169142,Whirlpool,26.8700,"If your refrigerator or freezer is too warm, or making noises, you may need to replace the fan blade. The fan blade attaches to the evaporator motor, which is in the freezer section, to help circulate the cold air into the refrigerator and freezer sections. The fan blade is white in color and made from plastic. This is a genuine OEM part. Please be sure to disconnect the power to your refrigerator before starting your repair.",Easy,30 - 60 mins,https://www.youtube.com/watch?v=tXIKsbOEeps,https://www.partselect.com/PS11738973-Whirlpool-WP2169142-Evaporator-Fan-Blade.htm?SourceCode=18,3.4,5,refrigerator,Whirlpool,"Whirlpool, Kenmore, KitchenAid, Amana",In Stock,"AP6005911, 12217201, 2154800, 2169142, 2208959, 2208968, 2223733, 67005684, 8170544, 8201663, 8208312"
PS2003772,Thermistor 12002355,Sensor,12002355,Whirlpool,42.8300,"This long harness thermistor kit is what helps monitor and regulate the temperature inside your refrigerator. It can be located in either the freezer compartment near the evaporator coils or in the fresh food compartment near the airflow channels, depending on the model. If you notice issues like excessive icing in the freezer, inadequate cooling in the refrigerator, temperature fluctuations, or error messages on the display panel, it indicates a potential problem with the thermistor. Since your fridge will not be able to maintain the desired temperature, this results in food spoilage, inefficient cooling, and potential damage to the cooling components. To replace the thermistor, disconnect it from the connector plug or wiring harness and remove any mounting brackets or clips using a screwdriver if necessary. Remember to consult your user manual to determine the required number of thermistors, as they are sold individually as OEM replacement parts.",Easy,30 - 60 mins,https://www.youtube.com/watch?v=3qaE8zcOqvY,https://www.partselect.com/PS2003772-Whirlpool-12002355-Thermistor.htm?SourceCode=18,5,5,refrigerator,Whirlpool,"Maytag, Whirlpool, Amana, Kenmore",In Stock,"AP4009169, 1057227, 12002355, 12002355VP, 12002356, 12791403, 12791403SP, 12791404, 12791404SP, 12791405, 12791405SP, 12791406, 12791406SP, 12791407, 12791407SP, 12791409SP, 12791411, 67003871, 67003872, 67004034 ... Show more"
PS2358880,Crisper Cover Support - Front 241993101,Tray or Shelf,241993101,Frigidaire,11.9200,"This crisper cover front support is used to keep the crisper shelf in place and may need replacing if the door will not open or close. This white, OEM part measures roughly 1 inch in diameter and can be used for the front and the rear support, as designed by the manufacturer, and mounts to the inside cabinet wall. Replacing this part is an easy repair, and will require a small flat blade screwdriver, a putty knife, and a soft hammer. Remove the crisper and shelf from the refrigerator before replacing the support. The crisper cover front support is held in place with a locking pin. To remove the old part, you will first need to push the pin into the interior of the cabinet using the screwdriver, and then you can pull the support out with a putty knife. If you cannot get the pin out you can use a flat-blade screwdriver to push it down and out of sight and it will not harm anything in your refrigerator After removing the pin and attaching the new support, simply use the soft hammer to lock the new pin in place.",Really Easy,15 - 30 mins,https://www.youtube.com/watch?v=V_QewaKvc5M,https://www.partselect.com/PS2358880-Frigidaire-241993101-Crisper-Cover-Support-Front.htm?SourceCode=18,4.79,82,refrigerator,Frigidaire,"Frigidaire, Kenmore, Crosley, Electrolux",In Stock,"AP4427109, 1513082, 240423701, 7241993101"
PS429871,Refrigerator Door Shelf Bin 240338001,Tray or Shelf,240338001,Frigidaire,39.8400,"This manufacturer-approved Refrigerator Door Shelf Bin is made of white plastic and is easy to install. It is used to hold heavier items in the fridge, and you'll be able to visually see if the part is broken. This particular shelf attaches to the fridge door and is designed for the UPPER shelf. You can check if this model is right for your appliance by checking your user manual and model number. This is a simple repair that requires only that you snap the old part out of place and snap the new one into place.",Really Easy,Less than 15 mins,https://www.youtube.com/watch?v=G-A1YKp0o0o,https://www.partselect.com/PS429871-Frigidaire-240338001-Refrigerator-Door-Shelf-Bin.htm?SourceCode=18,4.85,229,refrigerator,Frigidaire,"Frigidaire, Kenmore, Gibson, Crosley",In Stock,"AP2115859, 891049, 240338001, 240338005"
PS429854,Refrigerator Crisper Pan 240337103,Drawer or Glides,240337103,Frigidaire,120.6200,"This manufacturer-certified Refrigerator Crisper Pan is a clear plastic pan which easily inserts into your fridge's crisper area in order to hold items. In some models of refrigerator this model is the same pan for both the meat and vegetable bins, but please note that this part is sold individually and not part of a complete kit. If broken then the part should be replaced. Refer to your user manual and model number to see if this crisper is right for your fridge. This bin measures approximately 11 inches deep and 22 inches long.",Really Easy,Less than 15 mins,https://www.youtube.com/watch?v=Eh_RNmQsgRk,https://www.partselect.com/PS429854-Frigidaire-240337103-Refrigerator-Crisper-Pan.htm?SourceCode=18,4.9,52,refrigerator,Frigidaire,"Frigidaire, Kenmore, Crosley, Westinghouse",In Stock,"AP2115849, 891037, 240337103, 240337102, 240337103, 240337105, 240337107, 240337108, 240337109"
PS16218782,Refrigerator Water Filter FPPWFU01,Filter,FPPWFU01,Frigidaire,80.3200,"The PurePour water filter keeps your Frigidaire refrigerator’s water clean and fresh. Designed for models with a ceiling-mounted cylindrical filter, it’s an easy, genuine replacement for safe and great-tasting drinking water.",Very Easy,Less than 15 mins,,https://www.partselect.com/PS16218782-Frigidaire-FPPWFU01-Refrigerator-Water-Filter.htm?SourceCode=18,5,8,refrigerator,Frigidaire,"Frigidaire, Electrolux",In Stock,
PS7784018,Refrigerator Water Inlet Valve 242252702,Valve,242252702,Frigidaire,90.9800,"The function of the Refrigerator Water Inlet Valve (Triple Solenoid Water-Valve, Water Valve, Water Inlet Valve, Refrigerator Water Inlet Valve Assembly) is to release water from the supply line when activated, and send it through to your water dispenser or ice maker in your refrigerator. The water inlet valve is located at the back of the refrigerator, and connects to the water supply. The valve can break from material fatigue or normal use. If your water inlet valve is malfunctioning, you could be getting a lack of water to the inside of your refrigerator. Your ice maker may not produce cubes or your water dispenser may not work. The water inlet valve must be replaced if the solenoids no longer have continuity or the valve has internal blockage. This valve measures approximately 7 inches long and 4.5 inches wide, and is constructed of plastic and metal. It comes in blue, and includes the valve and mounting bracket.",Easy,30 - 60 mins,https://www.youtube.com/watch?v=7nmDM3LZo8E,https://www.partselect.com/PS7784018-Frigidaire-242252702-Refrigerator-Water-Inlet-Valve.htm?SourceCode=18,4.62,122,refrigerator,Frigidaire,"Frigidaire, Kenmore, Electrolux, Crosley",In Stock,"AP5671757, 2692163, 242252702, 240321801, 240505101, 240505102, 240508101, 240508102, 240531101, 241734301, 241734302, 7241734301"
PS12586284,Air Filter PAULTRA2,Filter,PAULTRA2,Frigidaire,36.8500,"This package contains one carbon activated filter for refrigerators with Pure Air Ultra II filtration systems. The air filter cleans the air and absorbs strong odors from fragrant foods, such as onions, garlic, seafood, and over-ripe fruits and vegetables. By absorbing these unpleasant smells, it will also improve the flavor of your ice cubes. This is a simple repair that does not require tools for installation or removal. Start by removing the plastic wrap on the new filter, remove the cover from the housing inside the refrigerator, remove the old filter, place the new filter into the housing, and close the cover. Depending on the model of your appliance, you may need to reset the filter reminder. This part is OEM official, guaranteeing a smooth install and proper fit.",Really Easy,15 - 30 mins,,https://www.partselect.com/PS12586284-Frigidaire-PAULTRA2-Air-Filter.htm?SourceCode=18,4.85,13,refrigerator,Frigidaire,"Frigidaire, Electrolux",In Stock,"242047805, 242047809, PAULTRA2X"
PS2358752,Upper or Lower Mullion Hinge Pin 241779401,Hinge,241779401,Frigidaire,25.8800,"This mullion hinge pin is a genuine OEM replacement part, measuring 1.5 inches by 1.25 inches by 0.85 inches. It is specially designed to secure the mullion in refrigerators, allowing it to pivot and ensure smooth door movement. The mullion acts as a barrier between the refrigerator and freezer to maintain the desired temperatures for each section. A damaged or loose hinge pin will result in temperature fluctuations, frost buildup along the door edges, and difficulties opening and closing the door. Therefore, it is important that you replace the pin as soon as it is no longer functioning. Note that your appliance may require two hinge pins, one near the top of the mullion and one near the bottom. Remove the mullion cover, detach the hinge pin, and install a the new one into the hinge assembly. Place the cover back on and verify that the hinge assembly is working by carefully opening and closing the refrigerator doors to check that they are moving smoothly. Each sold individually.",Very Easy,15 - 30 mins,,https://www.partselect.com/PS2358752-Frigidaire-241779401-Upper-or-Lower-Mullion-Hinge-Pin.htm?SourceCode=18,3.5,6,refrigerator,Frigidaire,"Frigidaire, Electrolux, Crosley, Kenmore",In Stock,"AP4393564, 7241779401"
