ps_number,story_id,title,instruction,author,difficulty,repair_time,helpful_count,vote_count
PS12728638,81075,Did not work light does not come on when the door opens. Would try the light socket. It not sure how good the switch got plugged in.,By watching a video.,"Cherilyn from CARROLLTON, TX",Really Easy,30 - 60 mins,1,4
PS12728638,80941,Rocker on switch broke off,Eased the putty knife under the edge of the switch housing and pried it off. Pulled two wires off the old terminals and hooked them onto the new one and reinstalled into the refrigerator body.,"David Barnes from ROSWELL, NM",Very Easy,Less than 15 mins,1,2
PS12728638,68866,Switch was not working after a repairman had fixed something else,"Please bear in mind I am 65 years old & it was harder to get up & down off the floor then to change the switch. Was very easy - watched video, unplugged unit. I used the putty knife at the right front corner to work loose, when it came loose had to loose the left side a little. The unit pulled out easily. detached the wired that had a","Jackie from Nova, OH",Really Easy,Less than 15 mins,0,2
PS12728638,58673,Light in my refrigerator didn't work.,At first I went to a local part supplier and they didn't have it in stock but could order it for me for $55.00 plus $10.00 to ship it. I told them I would have to think about it. I went home and got on the computer and found your web site and was I shocked when I saw the same part listed for $6.98 and $7.00 to ship it. You guys saved m,"Joseph from Byron Center, MI",Really Easy,Less than 15 mins,1,3
PS12728638,54618,rocker switch broke off,disconnected el. power to fridge. pried out broken switch with small screwdriner and pulled out w/water pump pliers. installed new switch and pressed into opening.,"STANLEY from OAKLAND, NJ",Really Easy,Less than 15 mins,0,1
PS11743502,93256,Took me less than 5 minutes to install both,"Pulled out old gasket and new one pushed right in with ease.
Removed drawer trim and snapped in on new one in 30 sec. took longer to empty the drawer than it did to replace","Brian from BEVERLY, MA",Very Easy,Less than 15 mins,3,5
PS11743502,93187,Replace shelf trim above crisper drawers,"1. Remove the crisper drawers from the refrigerator.
2. Remove the shelf from the refrigerator (a good opportunity to do some deep cleaning in the far reaches of the fridge ;).
3. With the shelf sitting securely on a flat surface, remove the old trim by using your fingertips to grab the underside of the trim and gently pull it","Julie from SAN DIEGO, CA",Really Easy,Less than 15 mins,2,2
PS11743502,84934,transfer white border on old drawer to new drawer,"with screw driver, pry up white upper drawer border and cover carefully. Place over new drawer in same location on a hard surface. press the upper border over the new drawer and press downward.carefully until it snaps in place. insert drawer in old drawer location.","John from LEAWOOD, KS",Very Easy,Less than 15 mins,1,1
PS11743502,84297,crisper drawer was cracked,"extremely easy to replace, just snap off the white frame and snap on the new one.","Joe from ROCKAWAY, NJ",Really Easy,Less than 15 mins,1,1
PS11743502,83620,"Neither part could be repaired, both needed to be replaced. Both had broken pieces.","Removed the broken parts and freplaced it with the new ones. All it took was a little time and patience, to gently remove and replace both parts. Refrigerator looks like new. Easy Instructions to follow.","Juanita from SAN LEANDRO, CA",Really Easy,15 - 30 mins,1,1
PS11743502,43176,Broken drawer,"I simply replaced the drawer with my existing front. I received my order almost next day. I was surprised on their speed, loved it!!","ellen from Palos Verdes Estates, CA",Really Easy,Less than 15 mins,1,2
PS11743502,42116,plastic runners cracked - need to replace bins,"No probelm what so ever. Take off from bottom first. Took less than 5 minutes for two. Plastic runners should have been stronger as it seems others have the same probelm. Parts ordered on Friday, deivered on Wednesday.","Michael from Witts Springs, AR",Really Easy,Less than 15 mins,1,2
PS11743502,40794,broken guide on crisper drawer,"I have to say this was the smoothest repair ever! It was easy to find on the site, ordering was easy, part came, snapped off, snapped on new drawer, FINISHED! Thank you!","Kimberly from Norco, CA",Really Easy,Less than 15 mins,2,3
PS11743502,40308,Excellent excellent excellent,Terrific service company don't hesitate. Simply outstanding received it the next day! Wow install less then 10 minutes. No complaints.,"Henri from Chicago, IL",Really Easy,Less than 15 mins,0,1
PS11743502,40105,the edge of the plastic runner on the crisper broke off,"There really wasn't a ""Repair"". We unboxed the new crisper pan took the Front from the broken crisper pan and snap it into place. It took a couple of minutes at most. Also it took only 2 days to receive my order and the packaging was a result of someone thinking ""outside the box"". My husband drilled holes in the bottom of the broken crisp","gail from dallas, TX",Really Easy,Less than 15 mins,1,2
PS12731166,96550,Light switch in freezer side got broken,"Took a putty knife and
Removed the old switch removed the spade terminals from the old switch and replaced them on the new switch and just pushed the new switch back in place","Doug from PLEASANT VIEW, TN",Really Easy,Less than 15 mins,7,7
PS12731166,94661,Broke the Rocker Switch in Fridge side,"Popped out with butter knife and unplugged 3 prong connector and reversed with anew switch.

But, unfortunately it got broken again exactly same way as before.
So, I ordered same switch again for 2nd time.

Maytag should recall that Rocker Switch and build with better materials.","Sung-Su from BISMARCK, ND",Very Easy,Less than 15 mins,4,4
PS12731166,93755,broken light switch in the freezer,"We removed the old switch, unplugged it, plugged the new one in and it was easy to do. But when we tried to put the switch back in we had a very hard time doing it. Eventually got it in, but if it had not been for the difficulty we had getting the new switch to snap in to place, it would have taken under 5 minutes.","kathleen from GREEN VALLEY, AZ",Easy,Less than 15 mins,2,2
PS12731166,92746,No problems,Just plugged it in,"Richard from PORT JERVIS, NY",Very Easy,Less than 15 mins,1,1
PS12731166,92057,"Refer lights not working, there are two lights and neither worked. Decided the switch was the problem.","The switch fix but did not fix the problem. I assumed the wires go on the same way as on the old switch. Is it possible if one light Burns out, the other will not work either?","John from AUBURN, CA",A Bit Difficult,15 - 30 mins,1,1
PS12731166,91728,Difficulty removing old switch.,Everything went as planned except the cold temperature (freezer door switch located inside freezer) made deflection of the switch locking tab difficult to remove. Letting the switch warm up was not an option.,"Ronald from HUNTINGTN BCH, CA",A Bit Difficult,30 - 60 mins,1,1
PS12731166,90233,Light out.,Popped out the old switch and replaced it with the one dying,"Carlton from CHICAGO, IL",Really Easy,Less than 15 mins,1,1
PS12731166,88172,Freezer drawer light switch failure.,"Disconnect plug from wall. Insert putty knife between light switch.and trim panel , apply pressure to depress plastic spring holding switch in place. Apply a slight twist too putty knife releasing switch from trim piece. This wil expose plug connected to switch. Disconnect plug from switch. Connect new switch to plug. Insert switch into","HARRY from FSTRVL TRVOSE, PA",Really Easy,Less than 15 mins,2,3
PS12731166,81835,Broken light switch,Watched video. Unplugged refrigerator and popped out switch. In plugged connector and pushed switch in place. Plugged in refrigerator and the light worked,"Terry from WARMINSTER, PA",Really Easy,15 - 30 mins,4,4
PS12731166,81111,The door switch was broken so the interior light would not come on.,"The instructions in the package were not helpful. They wanted me to cut the wiring harness and described where to cut based on the wire colors. My wires were not the same color! I removed the light mechanism using a combination of a screwdriver, putty knife, and plain old muscle with my fingers! The wiring harness unplugged easily and th","Catherine from BROOMALL, PA",Easy,Less than 15 mins,2,3
PS11759516,99266,"The refrigerator doors were not shutting well. . I would come home from work and the door would be a little ajar, but not beeping. The gaskets were cracked and worn.",I watched video provided on the part page. It was very easy to pull off the old gaskets. No tools needed. Also easy to push new gaskets into the grooves. I think it helped solve the failure to close program.,"Margaret from Dublin, TX",Really Easy,15 - 30 mins,1,1
PS11759516,98884,Replace worn door gaskets,"Viewed easy online instruction video. Laid gaskets on flat surface and warmed with hair dryer until they were smooth and unwrinkled. Starting at the top I pulled off the old gasket and beginning at the top I snapped in the new gasket. Carefully smooth as you go. I'm a 72 year old women and if I can do it, you can do it!","MaryAnne from arroyo grande, CA",Very Easy,15 - 30 mins,1,1
PS11759516,98756,Torn gaskets,"Laid out new gaskets in sunlight to make them pliable. Removed old gasket by gently pulling them out of the channels around the door. I then did the reverse with the new gaskets. Starting at the top I pushed the new gasket into the channel, moving in one direction around the door. Make sure the outer lip of the gasket does not fold under","Robert from PT CHARLOTTE, FL",Really Easy,30 - 60 mins,1,1
